id,modulo,semana,tema,subtema,nivel,tipo_pregunta,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,respuesta_correcta,respuesta_texto,explicacion,fuente_base,fuente_url,tags
2981,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Básico,Relación,¿Qué concepto se define como: «TinyML»?,Coeficiente de determinación que indica proporción de variabilidad explicada por el modelo.,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,Librería usada para validar esquemas de datos y formularios.,Protocolo de servicios web basado en XML y reglas estrictas de mensajería.,React,B,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,La definición corresponde a Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo..,PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2982,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Básico,Reconocimiento,"En el tema de TinyML, ¿cuál es la opción correcta para: tinyml?",API de alto nivel usada para crear y entrenar modelos de redes neuronales.,Función usada para escribir un valor HIGH o LOW en un pin digital.,Lenguaje usado para estilos visuales de una interfaz web.,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,OpenCV,D,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,"En TinyML, el concepto correcto es Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo..",PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2983,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Básico,Completar,"Complete la frase: En TinyML, ______ se relaciona con tinyml",Operación CRUD que inserta o registra nuevos datos.,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,Operación CRUD que consulta o lee datos existentes.,OpenCV,Librería de Python usada para crear gráficos y visualizar datos.,B,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,La palabra que completa la frase es Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo..,PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2984,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Intermedio,Reconocimiento,¿Cuál de las siguientes opciones pertenece directamente al tema «TinyML» y cumple esta función: tinyml?,OpenCV,Docker,"Lenguaje de marcado usado en Android para definir layouts, vistas y recursos de interfaz.",Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,Solicitud para revisar e integrar cambios de una rama o fork al proyecto principal.,D,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo. cumple esa función dentro de TinyML.,PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2985,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Básico,Aplicación,"Si en un examen preguntan por tinyml, ¿qué alternativa debes marcar?",Docker,Solicitud para revisar e integrar cambios de una rama o fork al proyecto principal.,Bucle usado para repetir instrucciones un número definido de veces.,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,"Relación entre voltaje, corriente y resistencia: V = I × R.",D,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,La alternativa correcta es Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo..,PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2986,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Básico,Aplicación,¿Qué término técnico se asocia mejor con la siguiente idea: tinyml?,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,"Elemento usado para reportar tareas, errores o mejoras en un proyecto colaborativo.",Bloque de un notebook que ejecuta instrucciones de programación.,OpenCV,Protocolo de red de largo alcance y bajo consumo usado en soluciones IoT.,A,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,El término técnico asociado es Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo..,PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2987,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Básico,Definición,"En el módulo «Taller de Desarrollo de Aplicaciones con Machine Learning», ¿qué elemento se usa para tinyml?",React,OpenCV,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,Biblioteca para visión por computadora y procesamiento de imágenes.,Evento que se dispara cuando el usuario pulsa una vista o botón.,C,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,"Según el contenido del módulo, corresponde a Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo..",PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2988,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Intermedio,Definición,¿Cuál es la respuesta correcta si se busca identificar: tinyml?,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,MySQL,Función usada para escribir un valor HIGH o LOW en un pin digital.,Mensaje breve que aparece temporalmente en pantalla sin bloquear la interacción.,"Herramienta de programación visual basada en flujos para conectar dispositivos, APIs y servicios.",A,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,La respuesta correcta es Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo..,PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2989,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Avanzado,Reconocimiento,Marca la alternativa que mejor representa el concepto de Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo..,Docker,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,Componente observable y consciente del ciclo de vida que expone datos a la UI.,Estructura de control que permite seleccionar entre varios casos posibles.,Acelerador especializado de Google para cargas de trabajo de machine learning.,B,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.: TinyML,PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2990,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Básico,Aplicación,¿Cuál opción NO debe confundirse con otros términos cuando la pregunta describe: tinyml?,OpenCV,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,Función de Arduino que se ejecuta repetidamente después de setup().,Interruptor electromecánico que permite controlar cargas de mayor potencia con una señal de baja potencia.,Estructura de control que permite seleccionar entre varios casos posibles.,B,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,No debe confundirse: la descripción apunta a Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo..,PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2991,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Básico,Completar,"En una evaluación tipo Senati, si aparece la descripción «TinyML», la respuesta esperada sería:",Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,Formato usado frecuentemente para guardar modelos Keras en entornos Python.,MySQL,Docker,Herramienta moderna para crear y desarrollar proyectos frontend de forma rápida.,A,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,"Para esa descripción, se debe marcar Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo..",PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2992,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Básico,Definición,¿Qué concepto es clave en TinyML porque permite/representa lo siguiente: tinyml?,Entorno de ejecución que permite usar JavaScript en el servidor.,Método HTTP usado para reemplazar o actualizar un recurso completo.,Formato usado frecuentemente para guardar modelos Keras en entornos Python.,Método llamado cuando la Activity pasa al primer plano e interactúa con el usuario.,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,E,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,El concepto clave es Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo..,PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2993,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Intermedio,Completar,Relaciona el concepto con su función: TinyML,Procesador gráfico usado para acelerar cálculos paralelos en entrenamiento de redes neuronales.,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,Tipo de ML que busca patrones en datos sin etiquetas.,TensorFlow.js,Lenguaje usado para lógica e interactividad en aplicaciones web y para usar TensorFlow.js.,B,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,La relación correcta es con Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo..,PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2994,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Intermedio,Aplicación,¿Qué alternativa describe correctamente un elemento de TinyML: tinyml?,Método HTTP usado para eliminar un recurso.,Docker,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,"Red de objetos físicos conectados que capturan, envían o reciben datos mediante sensores, actuadores y redes.",React,C,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,Esa descripción corresponde a Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo..,PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2995,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Intermedio,Relación,Selecciona la opción que completa correctamente: «Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo. es...»,Placa basada en ESP8266 con conectividad WiFi integrada para proyectos IoT.,TensorFlow.js,"Red de objetos físicos conectados que capturan, envían o reciben datos mediante sensores, actuadores y redes.",Capa completamente conectada usada comúnmente en redes neuronales.,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,E,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo. se define como: TinyML,PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2996,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Básico,Reconocimiento,¿Cuál de estos términos sería más probable como respuesta en una pregunta sobre TinyML?,Función intermedia que procesa solicitudes y respuestas en Express antes de llegar al controlador final.,MySQL,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,Sensor usado comúnmente para medir temperatura y humedad ambiental.,Función de Arduino para configurar un pin como entrada o salida.,C,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,"El término más probable es Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo., porque tinyml",PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2997,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Básico,Relación,"Si estás resolviendo un test de opción múltiple y la pista es «TinyML», ¿cuál eliges?",Bloque de un notebook usado para escribir explicaciones en Markdown.,TensorFlow.js,Mecanismo que controla solicitudes HTTP entre orígenes diferentes.,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,Protocolo ligero de mensajería publish/subscribe usado frecuentemente en IoT.,D,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,La pista apunta a Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo..,PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
2998,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,TinyML,Básico,Completar,"¿Qué herramienta, método o concepto corresponde a esta descripción técnica: tinyml?",TensorFlow.js,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,Registro de cambios guardado en el historial de Git.,OpenCV,"Técnicas para manipular, filtrar, transformar o analizar imágenes digitales.",B,Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,Corresponde a Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo..,PIAD-528_CONTENIDO.pdf,https://www.tensorflow.org/lite/microcontrollers,tinyml
